ref	tcz	en_web	en_kjv	tcz_gospelgo
GEN 3:7	Hiche apat chun amit lhon chu ahung hahdoh in tahsa sagoh keo ahilhon chu aki hechen lhon tai. Hichun thing-phung na akilo lhon in atahsa lhon chu akisel na lhon tan ahi.	Their eyes were opened, and they both knew that they were naked. They sewed fig leaves together, and made coverings for themselves.	And the eyes of them both were opened, and they knew that they were naked; and they sewed fig leaves together, and made themselves aprons.	Chutah-in amitlamlhon akikeodoh paiyin, asagohkeoahi ahedoh lhonin, theichang na akilmat mat lhonin kaipelengin akikai lhontai.
GEN 3:8	Chuin nisa dai lhah lamin honsunga Pakai Pathen awgin chu ajalhon in hijeh chun hon lailung'a thinglah a chun amani tah Pakai Pathen masanga akisel mang lhon tai.	They heard the LORD God’s voice walking in the garden in the cool of the day, and the man and his wife hid themselves from the presence of the LORD God among the trees of the garden.	And they heard the voice of the Lord God walking in the garden in the cool of the day: and Adam and his wife hid themselves from the presence of the Lord God amongst the trees of the garden.	Nisa dailhah lamin honlei laiya Pakai Pathen va le husa aja lhonin, mihempa le ajinu hongsung thing lah a akisel lhontai.
GEN 3:9	Ahivang in Pakai Pathen in mihempa chu akouvin, “Adam hoiya umna hi tam?” atile,	The LORD God called to the man, and said to him, “Where are you?”	And the Lord God called unto Adam, and said unto him, Where art thou?	Ahivangin Pakai Pathenin, “Vo Adam, hoiya um nahim?” tin ahinkouve.
GEN 3:10	Adam in jong adonbut in “Keiman nangma honsung'a na hung chu ka hen ahile ka sagoh keo ka hijeh a ka kichat'a kisela kahi,” ati.	The man said, “I heard your voice in the garden, and I was afraid, because I was naked; so I hid myself.”	And he said, I heard thy voice in the garden, and I was afraid, because I was naked; and I hid myself.	Mihempan, “Honsunga nahusa kajah le, sagohkeo kahijeh a kichaa kisel kahi, “ati.
GEN 3:11	Hichun Pathen in jong aseiye, koi ham nangma sa gohkeova na um'e tia na seipeh a chu? Honsung'a theiga nehih in kati chu naneh hitam? atile,	God said, “Who told you that you were naked? Have you eaten from the tree that I commanded you not to eat from?”	And he said, Who told thee that thou wast naked? Hast thou eaten of the tree, whereof I commanded thee that thou shouldest not eat?	Pakai Pathenin, “kon sagohkeo nahi atim? Neh lou dia kisei thingga chu naneh hitanteong?”ati.
GEN 3:12	Adam in adonbut in, “Keiman ka um khompi dinga nangman neipeh numeinu hin theiga chu themkhat eipen keiman kana netai,” ati.	The man said, “The woman whom you gave to be with me, she gave me fruit from the tree, and I ate it.”	And the man said, The woman whom thou gavest to be with me, she gave me of the tree, and I did eat.	Mihempan, “Eilenkhompi dia neipeh numei nu hin thingga chu eipeh a kaneh ahitai,” tin aseiye.
GEN 3:13	Chuphat in Pakai Pathen in numeinu jah'a aseiye, “Nang in ipi dinga hitobang pihi nabol hitam!” atile numei nun adonbut'in, “Hiche gul hin eijol jol phat'a kaneh ahi bouve,” ati.	The LORD God said to the woman, “What have you done?” The woman said, “The serpent deceived me, and I ate.”	And the Lord God said unto the woman, What is this that thou hast done? And the woman said, The serpent beguiled me, and I did eat.	“Ibol’a hitabangpi chu nabol ham?” tia Pakai Pathenin numei nu adoh le, amanun, ‘Gul chun eidohabol’a kaneh hichu me, “ati.
GEN 3:14	Hichun Pakai Pathen in gul jah'a, “Nangman hiche nana boldoh jeh in, ganhing jouse lah a nanghi sapset nachan ding na hinkho lhung keiya na oipoh'a na kithol tho ding, chule na hinkho sunga leivui naneh ding ahi.	The LORD God said to the serpent, “Because you have done this, you are cursed above all livestock, and above every animal of the field. You shall go on your belly and you shall eat dust all the days of your life.	And the Lord God said unto the serpent, Because thou hast done this, thou art cursed above all cattle, and above every beast of the field; upon thy belly shalt thou go, and dust shalt thou eat all the days of thy life:	Chuphat’in Pakai Pathenin gul jah a, “Nathilbol jeh a hi gaosap nachan a, ganhing jouse lah atalen namat ding, nahinkho lhumkeiya na-op’a kithol’a leivei naneh ding ahi.
GEN 3:15	Keiman nangle numeinu chilhah kah a kidouna kakoi ding, amapa chun nangma hi na luchang avohchip a; nangman amapa kengphang na chuh peh ding ahi,”ati.	I will put hostility between you and the woman, and between your offspring and her offspring. He will bruise your head, and you will bruise his heel.”	and I will put enmity between thee and the woman, and between thy seed and her seed; it shall bruise thy head, and thou shalt bruise his heel.	Numei nu to kakidousah a, ama chilhah le nang chilhah kigal to ding ahi. Ama chilhah pan nalu avoh chip’a, nangin akhotaljum nachuhpeh ding ahi.”ati.
GEN 3:16	Pathen in numeinu jah'a chun hitin a seiye, “Keiman na naovop hahsatna kabe peh ding, nao-sonat gentheiya cha nahin doh ding ahi. Najipa chung'a vai nahom nom jing ding, ahi vang'a najipan nang chunga vai ahop ding ahi,”ati.	To the woman he said, “I will greatly multiply your pain in childbirth. You will bear children in pain. Your desire will be for your husband, and he will rule over you.”	Unto the woman he said, I will greatly multiply thy sorrow and thy conception; in sorrow thou shalt bring forth children; and thy desire shall be to thy husband, and he shall rule over thee.	Pakai Pathenin numei nu jah a, “Na-naovop teng gim gentheiyanaum a, nat hahsa thot acha nahinding ahi. Hijongle najipa jeng lhangaiya nahin’a aman nachunga vai ahom ding ahi, “ati.
GEN 3:17	Chuin Pakai Pathen in Adam jah'a hitin ati, “Nangman naji thu nangaiya naneh louhel ding ahi tia ka thupehsa theiga naneh tah jeh in nangma jeh a leiset hi sapset chang ahitai. Chule na hinkho damlai sungse a gimna le genthei thohpum pum'a neh na kihol a naneh ding ahi.	To Adam he said, “Because you have listened to your wife’s voice, and have eaten from the tree, about which I commanded you, saying, ‘You shall not eat of it,’ the ground is cursed for your sake. You will eat from it with much labor all the days of your life.	And unto Adam he said, Because thou hast hearkened unto the voice of thy wife, and hast eaten of the tree, of which I commanded thee, saying, Thou shalt not eat of it: cursed is the ground for thy sake; in sorrow shalt thou eat of it all the days of thy life;	Mihempa jah aPakai Pathenin, “Naji nu thua nanun aneh lou dia kaseipeh thiega na neh jeh a leiset jeng jong hi gaosap chang ahitai. Nahinkho lhumkeiya tohgim genthei puma tol natuh a neh ding nakihol ding ahi.
GEN 3:18	Chule nang doudin ling le mi-at thei jong hung kehdoh intin, chule nangma anche louhing a naki vahding ahi.	It will yield thorns and thistles to you; and you will eat the herb of the field.	thorns also and thistles shall it bring forth to thee; and thou shalt eat the herb of the field;	Nakidoupi din leiset’a theimi ling le meithai seltho ling hung keh-in tin, chule tollhanga anche louhing naneh ding ahi.
GEN 3:19	Na ti-ul na mai ja long pum'a anneh na kihol'a na neh ding, chule nangma leiset a kisemdoh nahin leiset na leso kit ding ahiye,” ati.	You will eat bread by the sweat of your face until you return to the ground, for you were taken out of it. For you are dust, and you shall return to dust.”	in the sweat of thy face shalt thou eat bread, till thou return unto the ground; for out of it wast thou taken: for dust thou art, and unto dust shalt thou return.	Nakisemdohna leiset”a nakile kit kah a, namaiya ulsa long longa na natohgim a’neh le chah nakihol ding ahi. Leivuiya kisemdoh nahin, Leivui nalesokit ding ahi, “ati.
GEN 3:20	Hichun Adam in ajinu chu amin Eve asah tai. Ajeh chu amanu mijouse hung pen dohna minu ahi tan ahi.	The man called his wife Eve because she would be the mother of all the living.	And Adam called his wife’s name Eve; because she was the mother of all living.	Mihem nankim penna nu ahiphat’in Adamin ajinu chu amin Eve asah-e.
GEN 3:21	Hichun Pakai Pathen in savun akon in Adam le Eve ding von akhui peh in amani chu asilpeh in ahi.	The LORD God made garments of animal skins for Adam and for his wife, and clothed them.	Unto Adam also and to his wife did the Lord God make coats of skins, and clothed them.	Pakai Pathenin mihempa le ajinu din savun ponsil asemin asilpehtai.
GEN 3:22	Hichun Pathen in aseiye, “Tuapat'a hi Adam hi eiho lah'a khat tobang ahung hi tan, thilpha le thilse hethei jin a um tai, chule tunjong aman hinna thingphung ga khu kilo intin hin ne lhon leh tonsot'a hing den ding ahi tai ati.”	The LORD God said, “Behold, the man has become like one of us, knowing good and evil. Now, lest he reach out his hand, and also take of the tree of life, and eat, and live forever—”	And the Lord God said, Behold, the man is become as one of us, to know good and evil: and now, lest he put forth his hand, and take also of the tree of life, and eat, and live for ever:	Pakai Pathenin, “Mihemhi ilah-uva khat bangin thilpha thilse hethieyin aumtan, hichea hi hinna thiega khu neh khahsah atonsot’a hinsah louhel ding ahi,” ati.
GEN 3:23	Hiche'a pat chun Pakai Pathen in Adam chu Eden hon a kon'in achondoh in amopohna chu alah peh tai.	Therefore the LORD God sent him out from the garden of Eden, to till the ground from which he was taken.	therefore the Lord God sent him forth from the garden of Eden, to till the ground from whence he was taken.	Hijeh chun akisemdohna leiset loubol’a kivah din mihempa chu Pakai Pathenin Edan honna konin asoldoh tai.
GEN 3:24	Hiti chun Pathen in Adam anodoh jouvin, Eden hon nisolam'a hinna thingphung ngah ding in vantil Cherubim chu achen sah in, chule chemjam kou jeju chu akipei kimvel le sahtan ahi.	So he drove out the man; and he placed cherubim at the east of the garden of Eden, and a flaming sword which turned every way, to guard the way to the tree of life.	So he drove out the man; and he placed at the east of the garden of Eden Cherubims, and a flaming sword which turned every way, to keep the way of the tree of life.	Hinna thingphung lampi ngah din hon niso lama Vantil lhanei chu akoiyin, chemjam deuje ju chu akipei kimvelsah tai.
GEN 4:1	Chujouvin Adam le Eve akitimat lhon in ahile Eve'in nao ahin vopin Cain chu ahung peng tai, hiche'a chun amanu'n hitin aseiye, Pathen phatthei bohna jal in cha pasal khat kanei tai ati.	The man knew Eve his wife. She conceived, and gave birth to Cain, and said, “I have gotten a man with the LORD’s help.”	And Adam knew Eve his wife; and she conceived, and bare Cain, and said, I have gotten a man from the Lord.	Adamin ajinu Eve akitimetpin, amanu agaiyin chapa khat ahinge; “Pakai panpi jal’a achapa kahin,” tin amin Cain asah-e.
GEN 4:2	Phat chomkhat jou chun Eve chun chapa Abel ahing kit tai, hichun khonung in chapang teni chu ahung khanglen lhon tan, Abel chu kelngoi ching in ahung pang in, Cain vang chu loubol mi ahung hi tan ahi.	Again she gave birth, to Cain’s brother Abel. Abel was a keeper of sheep, but Cain was a tiller of the ground.	And she again bare his brother Abel. And Abel was a keeper of sheep, but Cain was a tiller of the ground.	Chujouvin asopipa Abel ahing kit’in ahi. Abel chu kelngoi chingin apangin, Cain chu loubol’in apange.
GEN 4:3	Phat phabep jouvin Cain in alousohga alhun phat in alousohga phabep ahin pon Pathen ading in kilhaina ahung sem tai.	As time passed, Cain brought an offering to the LORD from the fruit of the ground.	And in process of time it came to pass, that Cain brought of the fruit of the ground an offering unto the Lord.	Khongnungin Cain chun alhosoh gan Pakaiya kilhaina abol’in,
GEN 4:4	Hitobang ma chun Abel in jong akelngoi lah'a apeng masa athao pen tah khat chu Pathen ading in ahin pedoh tai, Hichun Pathen in Abel lam joh aven athilto jong kipahtah in asanpeh tai.	Abel also brought some of the firstborn of his flock and of its fat. The LORD respected Abel and his offering,	And Abel, he also brought of the firstlings of his flock and of the fat thereof. And the Lord had respect unto Abel and to his offering:	Abel’ in jong akelngoi peng masapen, athaopen khat athat’in, kilhai nananeiye. Hichea hin Abel kilhaina chunga Pakai alung lhaiyin, athilbol asanpeh tai.
GEN 4:5	Hinlah Pathen in Cain thilto maicham chu asanpeh tapoi, hijeh chun Cain chu hatah in alunghang in akaiku jeng in ahi.	but he didn’t respect Cain and his offering. Cain was very angry, and the expression on his face fell.	but unto Cain and to his offering he had not respect. And Cain was very wroth, and his countenance fell.	Cain thilto vangchu asangpon, ama jong akhohsahtapoi. Cain alunghang behseh-in akaiku jenge.
